userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,source_file,sentiment_label,fake_news_label
1568106713890570240,eksplisito,"Follow us !
Our Instagram & Tiktok : @eksplisitofficial
Our Youtube channel    : Eksplisit TV",unknown,36.0,8.0,316,,1595624860746919936,2022-11-24 03:46:26,0.0,"aksi suporter jepang punguti sampah usai laga pertandingan piala dunia qatar 2022. 
 #fifaworldcup #worldcup2022 #qatar2022 #jepang #eksplisitkreatifmedia #eksplisitofficial","[{'text': 'FIFAWorldCup', 'indices': [108, 121]}, {'text': 'WorldCup2022', 'indices': [122, 135]}, {'text': 'Qatar2022', 'indices': [136, 146]}, {'text': 'Jepang', 'indices': [147, 154]}, {'text': 'EksplisitKreatifMedia', 'indices': [155, 177]}, {'text': 'EksplisitOfficial', 'indices': [178, 196]}]",in,,1.0,False,0,0,0,0,,False,0,0,,2022-11-24 03:52:28.987489,1124_UkraineCombinedTweetsDeduped.parquet,Neutral,0
1332032711494668289,eddec3,,unknown,162.0,65.0,5628,,1598378303953506318,2022-12-01 18:07:38,0.0,"lgbtq van in russia. the legislation is effectively a follow-up to a 2013 law that banned the dissemination of lgbtq propaganda among children under 18 in the country. the new law, however, universally applies to both minors and adults. #russia #lgbtq #law","[{'text': 'Russia', 'indices': [237, 244]}, {'text': 'LGBTQ', 'indices': [245, 251]}, {'text': 'law', 'indices': [252, 256]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-12-02 00:36:04.571144,1201_UkraineCombinedTweetsDeduped.parquet,Negative,1
2294850730,nataliesmal,""" І хто б там що кому не говорив, а згине зло і правда переможе!"" ✍Ліна Костенко",kyiv 🇺🇦,381.0,1144.0,33605,,1590654534782971905,2022-11-10 10:36:08,2.0,"@vitalij_kim commented on the situation regarding #snihurivka in #mykolaiv region. 
the head of the rma called on #ukrainians to wait for official information from the military, but noted that the local authorities will prepare and send humanitarian aid to certain communities","[{'text': 'Snihurivka', 'indices': [50, 61]}, {'text': 'Mykolaiv', 'indices': [65, 74]}, {'text': 'Ukrainians', 'indices': [114, 125]}]",en,,4.0,False,0,0,0,1499672804672876544,vitalij_kim,False,0,0,,2022-11-10 15:28:11.171452,1110_UkraineCombinedTweetsDeduped.parquet,Positive,0
4068242773,dsbxtw9991,"Military, news, tech, sports, observers. Slava Ukraini
资深懂球帝IT自然地理科技偶发性魔幻文艺写手 番外是抗缅武装的粉丝，欢迎指教。 Fanwai is a super fan of the anti-Burmese armed forces",unknown,61.0,543.0,6707,2015-10-30 11:40:05,1564501090954928128,2022-08-30 06:31:41,0.0,"it is rumored that the ukrainian army took these villages and towns yesterday, novodmytrivka, arkhanhelske, tomyna balka, pravdyne, petrivka, zolota balka, sukha balka #ukraine #kyiv #ukrainerussiawar 传闻昨天乌军拿下了这些村镇","[{'text': 'Ukraine', 'indices': [168, 176]}, {'text': 'Kyiv', 'indices': [177, 182]}, {'text': 'UkraineRussiaWar', 'indices': [183, 200]}]",cs,,2.0,False,0,0,0,0,,False,0,0,,2022-08-30 11:46:54.359138,0830_UkraineCombinedTweetsDeduped.parquet,Neutral,1
861939645256523777,faytuks,Fast & Reliable News provider | Covering news from around the 🌎 | @BNONews collaborator | DMs open | Backup @faaytuks,unknown,1250.0,18855.0,18571,2017-05-09 13:43:20,1568575618035458048,2022-09-10 12:22:24,25.0,"**unconfirmed**: ukrainian forces are pushing back the russians in the lysychansk direction, #luhansk region, according to ukrainian sources","[{'text': 'Luhansk', 'indices': [93, 101]}]",en,,110.0,False,0,0,0,0,,False,0,0,,2022-09-10 17:25:10.137269,0910_UkraineCombinedTweetsDeduped.parquet,Neutral,0
866083602,spencer_28,"""Die Welt wird nicht bedroht von den Menschen, die böse sind, sondern von denen, die das Böse zulassen."" Albert Einstein",unknown,289.0,141.0,4023,2012-10-07 10:07:01,1570312923427356672,2022-09-15 07:25:50,0.0,@melnykandrij in @dielinke steckt noch immer genau so viel #russland und #russische propaganda wie damals in der sed. #propaganda #putinknechte,"[{'text': 'Russland', 'indices': [59, 68]}, {'text': 'russische', 'indices': [73, 83]}, {'text': 'propaganda', 'indices': [118, 129]}, {'text': 'Putinknechte', 'indices': [130, 143]}]",de,,0.0,False,0,0,1570310788438523904,2959037001,MelnykAndrij,False,0,0,,2022-09-15 12:43:54.488815,0915_UkraineCombinedTweetsDeduped.parquet,Negative,1
1499145863352000512,antonina_m_g,"I am free in my soul. I am critical about myself and others.І я не ботоферма,за ненависть до росіян мені ніхто не платить.",ukraine,101.0,442.0,1590,,1598388135246921742,2022-12-01 18:46:42,1.0,"i have a productive day today. i was blocked by a lot of good russians.and i got excited again that it is possible to bring a person from russia, but russia from a person is not possible. on the right, it’s not in propaganda, it’s on a genetic level.#russiaisaterroriststate","[{'text': 'RussiaIsATerroristState', 'indices': [250, 274]}]",en,,4.0,False,0,0,0,0,,False,0,0,,2022-12-02 01:51:00.290363,1201_UkraineCombinedTweetsDeduped.parquet,Positive,1
961431948978683904,eufreecitizen,"🇪🇺 For peace, freedom and democracy we stand with 🇺🇦",50° 52' 20.48n  4° 25' 11.54e,854.0,695.0,7951,,1632596785603510273,2023-03-06 04:19:40,1.0,"#ukrainewar #ukraine #russia
two powerful explosions sounded in the melitopol region. this was confirmed by the mayor of the city #fedorov. it was possible to destroy 2 enemy bases at once. l the general staff of the armed forces of ukraine will provide more detailed information","[{'text': 'UkraineWar', 'indices': [0, 11]}, {'text': 'Ukraine', 'indices': [12, 20]}, {'text': 'Russia', 'indices': [21, 28]}, {'text': 'Fedorov', 'indices': [130, 138]}]",en,,4.0,False,0,0,0,0,,False,0,0,,2023-03-06 09:31:06.439431,20230306_UkraineCombinedTweetsDeduped.parquet,Negative,0
1359549652199170050,simonamdb,MdB für Märkisch-Oderland und Barnim Süd | Mitglied in den Ausschüssen Inneres und Heimat + Kultur + Medien | stellv. Sprecherin für Kultur + Medien | @spdde,unknown,149.0,524.0,384,,1584207806034739202,2022-10-23 15:39:08,6.0,"nix „objektiv, unabhängig und…“, sondern ein lüge nach der anderen, schwarz-weiß gedruckt. des kremls rechte hand im deutschen #bundestag, die #noafd, verschickt #putin-propaganda mit der hauspost.  #ukrainekrieg","[{'text': 'Bundestag', 'indices': [127, 137]}, {'text': 'noafd', 'indices': [143, 149]}, {'text': 'Putin', 'indices': [162, 168]}, {'text': 'UkraineKrieg', 'indices': [199, 212]}]",de,,10.0,False,0,0,0,0,,False,0,0,,2022-10-23 20:04:03.449608,1023_UkraineCombinedTweetsDeduped.parquet,Negative,1
1565357759763210242,larsludwig14,,unknown,0.0,2.0,452,,1612149608947535875,2023-01-08 18:09:53,0.0,"@acpcarnegie didn't #merkel told the press (bild, spiegel) that the west did a fake peace deal to deceive russia in order to give #ukraine time to prepare for war? and wasn't that confirmed by #poroschenko, so that #ukraine was part of this deception?","[{'text': 'Merkel', 'indices': [20, 27]}, {'text': 'Ukraine', 'indices': [130, 138]}, {'text': 'Poroschenko', 'indices': [193, 205]}, {'text': 'Ukraine', 'indices': [215, 223]}]",en,,0.0,False,0,0,1612144612973363200,114598868,ACPCarnegie,False,0,0,,2023-01-08 21:42:38.122771,20230108_UkraineCombinedTweetsDeduped.parquet,Negative,0
1561703570373853185,douglas49408553,"How can one be truly healthy, mind body & spirit, believing the lies that construct our rigged reality? The fear & anxiety that creates alone causes dis-ease.💚",unknown,0.0,15.0,2957,,1616034010320498693,2023-01-19 11:25:07,0.0,"@moopotechi @gretathunberg she's an actress, and this staged hoax was all caught on video. greta thunberg 
#onstorm #weather #weapon #covid #vaccines #masks #religion #lgtbq #sports #myocarditis  #flooding #snow #rain #canada #climate #creation","[{'text': 'ONStorm', 'indices': [107, 115]}, {'text': 'weather', 'indices': [116, 124]}, {'text': 'weapon', 'indices': [125, 132]}, {'text': 'covid', 'indices': [133, 139]}, {'text': 'vaccines', 'indices': [140, 149]}, {'text': 'masks', 'indices': [150, 156]}, {'text': 'religion', 'indices': [157, 166]}, {'text': 'lgtbq', 'indices': [167, 173]}, {'text': 'sports', 'indices': [174, 181]}, {'text': 'MYOCARDITIS', 'indices': [182, 194]}, {'text': 'flooding', 'indices': [196, 205]}, {'text': 'snow', 'indices': [206, 211]}, {'text': 'rain', 'indices': [212, 217]}, {'text': 'Canada', 'indices': [218, 225]}, {'text': 'climate', 'indices': [226, 234]}, {'text': 'creation', 'indices': [235, 244]}]",en,,0.0,False,0,0,1615640115610779648,1507234336797442048,moopotechi,False,0,0,,2023-01-19 12:18:14.742132,20230119_UkraineCombinedTweetsDeduped.parquet,Negative,1
242759237,ewanmackenna,Sports Writer of Year once. Author of Chaos Is A Friend Of Mine plus 4 other books. Hates bullshit. Host of Think For Yourself: https://t.co/Gh22uABkZT,portugal. brazil. ireland.,2018.0,39821.0,169678,2011-01-25 14:46:59,1562741722958135298,2022-08-25 10:00:35,13.0,"some examples from that osce report of what ukraine official policy was and is. there are thousands more. it genuinely repulses me and makes me sick to the very pit of my stomach that these are the same people the west is celebrating, arming and cheering. #slavaukraini","[{'text': 'slavaukraini', 'indices': [256, 269]}]",en,,30.0,False,0,0,0,0,,False,0,0,,2022-08-25 13:55:54.830944,0825_UkraineCombinedTweetsDeduped.parquet,Positive,0
1528420357362921474,ukrciv,Ukrainian. Husband. Salesperson. Cat owner.,україна,132.0,420.0,2450,2022-05-22 17:00:10,1570344819213619200,2022-09-15 09:32:35,0.0,"@3dlimbs yeah, i'm not so naive to consider him as an intelligent and independent speaker but those cheap propaganda narratives...",[],en,,1.0,False,0,0,1570344582059118592,862911822768353280,3Dlimbs,False,0,0,,2022-09-15 18:16:09.220800,0915_UkraineCombinedTweetsDeduped.parquet,Positive,1
1105463106661044224,kbacanada,"Tweets by the Canadian Key Biodiversity Areas Secretariat / Secrétariat des Zones Clés de la Biodiversité du Canada, hosted by @WCS_Canada",unknown,919.0,958.0,1545,,1598684477181394944,2022-12-02 14:24:16,0.0,"#dyk atlantic puffin (fratercula arctica) is the official bird of newfoundland and labrador (nl)? 
depending on the season, their colours change drastically. the beak is dull grey in winter, and in spring, it becomes orange! 

#speciesspotlight #kbas #canada","[{'text': 'DYK', 'indices': [0, 4]}, {'text': 'SpeciesSpotlight', 'indices': [227, 244]}, {'text': 'KBAs', 'indices': [245, 250]}, {'text': 'Canada', 'indices': [251, 258]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2022-12-02 15:29:24.452924,1202_UkraineCombinedTweetsDeduped.parquet,Negative,0
1121479590084513799,naumlea,"Einfach für Menschenrechte, für Völkerrecht, Frieden, Freiheit, Gleichheit.., Liebe und Güte für (je-)den Nächsten, für Kinder, Tiere, Natur. GETTR: GameMom",unknown,1826.0,1752.0,105902,,1588668824336756737,2022-11-04 23:05:38,1.0,"@bmj_bund @marcobuschmann @vitaliy_klychko mit einer solchen #propaganda gefährden sie tausende vielleicht zehntausende oder hunderttausende menschenleben, sowie den #frieden in #europa.

den “sieg” wird es nicht geben.
nicht gegen #russland.
höchstenfalls einen #frieden kann man erreichen.","[{'text': 'Propaganda', 'indices': [61, 72]}, {'text': 'Frieden', 'indices': [166, 174]}, {'text': 'Europa', 'indices': [178, 185]}, {'text': 'Russland', 'indices': [232, 241]}, {'text': 'Frieden', 'indices': [263, 271]}]",de,,2.0,False,0,0,1588561056351518720,2313799808,bmj_bund,False,0,0,,2022-11-05 01:13:13.878355,1104_UkraineCombinedTweetsDeduped.parquet,Neutral,1
1310028784284979200,arthurm40330824,"looking for a bit of sanity in this crazy world, more likely to lose my own mind. but that will make me only a man of my time.",unknown,825.0,7026.0,12141,,1620126203586945027,2023-01-30 18:26:02,5.0,"#ukranian official in a statement addressed to #iran
""#ukraine has repeatedly warned iran that the consequences for supporting aggression against ukraine will be far greater than the benefits of cooperation with #russia"".","[{'text': 'Ukranian', 'indices': [0, 9]}, {'text': 'Iran', 'indices': [47, 52]}, {'text': 'Ukraine', 'indices': [54, 62]}, {'text': 'Russia', 'indices': [212, 219]}]",en,,8.0,False,0,0,0,0,,False,0,0,,2023-01-30 21:58:30.651308,20230130_UkraineCombinedTweetsDeduped.parquet,Positive,0
191501180,xoroshoora22,,unknown,356.0,407.0,5232,2010-09-16 16:21:43,1561779395571945484,2022-08-22 18:16:39,0.0,"@natachakolar the #spanish media, like all the media of #america and the #west, have no credibility in reporting the news, and they hold great grudges against #russia, and they lie as they breathe in reporting the news. they are all slaves of false american propaganda.","[{'text': 'Spanish', 'indices': [18, 26]}, {'text': 'America', 'indices': [56, 64]}, {'text': 'West', 'indices': [73, 78]}, {'text': 'Russia', 'indices': [159, 166]}]",en,,0.0,False,0,0,1561762869053718528,1464578183672606720,NatachaKolar,False,0,0,,2022-08-22 22:43:13.728078,0822_UkraineCombinedTweetsDeduped.parquet,Positive,1
1228581277605023744,spursshirt,"Tottenham Match Worn Authenticator, Collector and proud to be the Shirt Consultant on @TheSpursShirt book. DM me if you want to sell💷swap🔃or Exchange🤝","tottenham, london",4993.0,3464.0,1975,,1604537925798334464,2022-12-18 18:03:47,0.0,so #argentina win the #worldcup and we are on #7 days to go on the #christmas countdown and seems fitting to showcase a #matchworn @spursofficial shirt worn by #legend @osvaldooardiles 👕 congratulations to you and your country ossie and argentina followers🏆 who for day 6?📲,"[{'text': 'Argentina', 'indices': [3, 13]}, {'text': 'WorldCup', 'indices': [22, 31]}, {'text': 'Christmas', 'indices': [67, 77]}, {'text': 'MatchWorn', 'indices': [120, 130]}, {'text': 'Legend', 'indices': [160, 167]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-12-18 18:04:53.210908,1218_UkraineCombinedTweetsDeduped.parquet,Positive,0
32750006,chuckcze,,unknown,230.0,24.0,335,,1630688014409031680,2023-02-28 21:54:54,0.0,"@kanekoathegreat only 2 choices on that ""referendum"" in #crimea; 

1) join russia (97% of vote)

2) become an independent region within ukraine with its own laws, foreign policy, and russian as the official language. (only 3%?)

nothing about keeping the status quo.","[{'text': 'Crimea', 'indices': [56, 63]}]",en,,0.0,False,0,0,1630626299965509632,1085225533623783424,KanekoaTheGreat,False,0,0,,2023-03-01 02:03:03.482593,20230228_UkraineCombinedTweetsDeduped.parquet,Positive,0
1344993091128684544,0woong0616,.임영웅 별빛같은 내가수   언제나 응원합니다            언제나 꽃길만걸으세요.       오래오래 함께해요              건행😊ㄱ,unknown,18.0,79.0,57436,,1578894531776630785,2022-10-08 23:46:05,1.0,"5관왕 수상을 축하합니다! 
🎉🎉🎉
#임영웅 #limyoungwoong
#더팩트뮤직어워즈 #tma2022
#임영웅_tma2022_5관왕 
@im_hero____
📸 사진출처 : @limyoungwoong.official","[{'text': '임영웅', 'indices': [20, 24]}, {'text': 'limyoungwoong', 'indices': [25, 39]}, {'text': '더팩트뮤직어워즈', 'indices': [40, 49]}, {'text': 'TMA2022', 'indices': [50, 58]}, {'text': '임영웅_TMA2022_5관왕', 'indices': [59, 75]}]",ko,,1.0,False,0,0,0,0,,False,0,0,,2022-10-09 01:26:19.509945,1008_UkraineCombinedTweetsDeduped.parquet,Neutral,0
1006939533882150912,kawajajoe,It's called FREEDOM!,unknown,203.0,71.0,5864,,1582780050784804864,2022-10-19 17:05:45,0.0,"#zionists are working extra hard to get #nato to bomb #iran. will their propaganda war succeed? #israel refusing to provide #ukraine with air defense is also about getting nato more upset with iran than fear of upsetting russia. very shrewd calculations, time will tell.","[{'text': 'Zionists', 'indices': [0, 9]}, {'text': 'NATO', 'indices': [40, 45]}, {'text': 'Iran', 'indices': [54, 59]}, {'text': 'Israel', 'indices': [96, 103]}, {'text': 'Ukraine', 'indices': [124, 132]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-10-19 19:34:41.508232,1019_UkraineCombinedTweetsDeduped.parquet,Negative,1
1522087328835321856,kharkivhelp,"CHARITABLE ORGANIZATION ""CHARITABLE FOUNDATION ""KHARKIV HELP""
 https://t.co/UZXeEPySQt
#StopWarInUkraine #DonateForKharkiv
#KharkivHelpFoundation",харкiв,148.0,57.0,329,,1592904613807951872,2022-11-16 15:37:09,0.0,"the verkhovna rada extended martial law and general mobilization for 90 days until february 19, 2023. #donateforkharkiv #trumpannouncement #kharkivhelpfoundation #ukraine  #nato","[{'text': 'DonateForKharkiv', 'indices': [102, 119]}, {'text': 'TrumpAnnouncement', 'indices': [120, 138]}, {'text': 'KharkivHelpFoundation', 'indices': [139, 161]}, {'text': 'Ukraine', 'indices': [162, 170]}, {'text': 'Nato', 'indices': [172, 177]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-11-16 18:23:54.306778,1116_UkraineCombinedTweetsDeduped.parquet,Neutral,0
1962097316,vdeminstitute,"A unique approach to conceptualizing and measuring democracy. Dataset with over 30 million data points, 202 countries, 480+ indicators, from 1789-2021.","gothenburg, sweden",1068.0,13186.0,2267,,1590636625453027328,2022-11-10 09:24:58,1.0,students allegedly linked to anti-government protests were recently expelled from universities in #russia; #brazil’s introduction of new laws and regulations have created a hostile environment for academics. 3/5,"[{'text': 'Russia', 'indices': [98, 105]}, {'text': 'Brazil', 'indices': [107, 114]}]",en,,1.0,False,0,0,1590636623481344000,1962097316,vdeminstitute,False,0,0,,2022-11-10 14:06:59.920724,1110_UkraineCombinedTweetsDeduped.parquet,Negative,1
34492262,djfunkygrrl,"*мαяяίєđ* .:. ίитєяяαcίαl: sωєđίsн, sίcίlίαи, вlαcӄ .:. lєsвίαи ġєєӄ, 32 .:. иίиjυтsυ 8тн đєġяєє вlαcӄ вєlт .:. αđoяє: fαsнίoи, αят, jαzz, ρolo .:. нαяvαяđ ġяαđ","travel: sicily, sweden, u.s",495.0,1701.0,79945,2009-04-23 02:07:33,1563541877382467588,2022-08-27 15:00:07,0.0,".
[ 2 ]
.
[ russia ]
.
ldnr mobilization trick?
.

for help in a variety positions, such as:

administration officials
civil servants
economists
journalists
law enforcement agencies
lawyers
penal colonies . [ prison ]

.
#politics, #news, #world, #russia, #putin, #ukraine","[{'text': 'Politics', 'indices': [221, 230]}, {'text': 'News', 'indices': [232, 237]}, {'text': 'World', 'indices': [239, 245]}, {'text': 'Russia', 'indices': [247, 254]}, {'text': 'Putin', 'indices': [256, 262]}, {'text': 'Ukraine', 'indices': [264, 272]}]",en,,0.0,False,0,0,1563541501711245312,34492262,DJFunkyGrrL,False,0,0,,2022-08-27 20:58:29.354606,0827_UkraineCombinedTweetsDeduped.parquet,Negative,0
1244852472037937153,news247wp_break,Official News247WorldPress account @News247WP_break follow us for news and information on https://t.co/ScPzNnWjYt https://t.co/4egL7gWAyG…,london united kingdom,244.0,175.0,40129,,1572281085681348614,2022-09-20 17:46:37,0.0,#breaking: russian-installed officials in #zaporizhzhia say they intend to leave #ukraine and join #russia on behalf of the entire province,"[{'text': 'Breaking', 'indices': [0, 9]}, {'text': 'Zaporizhzhia', 'indices': [42, 55]}, {'text': 'Ukraine', 'indices': [81, 89]}, {'text': 'Russia', 'indices': [99, 106]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-09-20 19:18:53.644972,0920_UkraineCombinedTweetsDeduped.parquet,Positive,0
1610483991068704770,readyalerts,"#BreakingNews | READY ALERTS provides Reliable, Unfiltered, and Unbiased news updates from the United States and Around the World 📡",united states,41.0,99.0,456,,1621971029257261056,2023-02-04 20:36:42,1.0,"#breakingnews
us officials believe there could be a 3rd chinese spy balloon outside the continental us 

#chinesespyballoon #china #usa","[{'text': 'BreakingNews', 'indices': [0, 13]}, {'text': 'ChineseSpyBalloon', 'indices': [105, 123]}, {'text': 'China', 'indices': [124, 130]}, {'text': 'USA', 'indices': [131, 135]}]",en,,1.0,False,0,0,0,0,,False,0,0,,2023-02-04 21:40:21.620469,20230204_UkraineCombinedTweetsDeduped.parquet,Neutral,0
1246798617911930880,gymtonic10,32 / Stuttgart 🇩🇪 / Lebensmitteleinzelhandel 🍎 / lost my heart in Iceland 🇮🇸 / 👉 #vaccinated 💉🦠 #staywithukraine 🇺🇦 #fckputin #noafd #fcknzs,esslingen am neckar,266.0,45.0,4561,,1616367578460598274,2023-01-20 09:30:36,0.0,@j_todenhoefer und unser tägliche #putler propaganda gib uns heute 🤡 jürgen hat wohl wieder einen check aus moskau bekommen… #putinknecht #putinwarcrimes #russiaisaterroriststate,"[{'text': 'Putler', 'indices': [34, 41]}, {'text': 'Putinknecht', 'indices': [125, 137]}, {'text': 'PutinWarCrimes', 'indices': [138, 153]}, {'text': 'RussiaIsATerroristState', 'indices': [154, 178]}]",de,,2.0,False,0,0,1616362119707987968,2934079226,J_Todenhoefer,False,0,0,,2023-01-20 19:41:07.462954,20230120_UkraineCombinedTweetsDeduped.parquet,Negative,1
594628359,stardustau,"Interests in #climate #science, #environment, #human_rights, #local and #world #news",australia,5001.0,1314.0,15962,2012-05-30 12:11:11,1566957952753610752,2022-09-06 01:14:23,1.0,#russia #propaganda #ukrainewar #misinformation,"[{'text': 'Russia', 'indices': [0, 7]}, {'text': 'propaganda', 'indices': [8, 19]}, {'text': 'UkraineWar', 'indices': [20, 31]}, {'text': 'misinformation', 'indices': [32, 47]}]",und,,1.0,False,0,0,0,0,,True,1566952571373113344,6134882,dwnews,2022-09-06 09:05:22.020389,0906_UkraineCombinedTweetsDeduped.parquet,Neutral,1
1299679276212469761,x_insurrection,"If everyone is moving forward together, then success takes care of itself. Father / Hockey Fan / Mountain man / Gun collector / Continuous Learner",unknown,357.0,97.0,1741,,1595214350070861824,2022-11-23 00:35:13,0.0,"@noelreports “allegedly” is the key word. i wouldn’t put it past #russia to dress the part (not that this guy is with mismatched camo), then shoot their own people to influence public opinion.  lying and cheating is just #russian norm.","[{'text': 'Russia', 'indices': [65, 72]}, {'text': 'Russian', 'indices': [221, 229]}]",en,,0.0,False,0,0,1595087636477382656,1480304164337033216,NOELreports,False,0,0,,2022-11-23 10:32:28.177819,1123_UkraineCombinedTweetsDeduped.parquet,Negative,1
1600477168458502144,beefyrumbles,The Bonkist formerly known as Stank Jangus. I came here to chew bubblegum and bonk #vatniks. And I'm fresh out of bubblegum. #RussiaIsDoomed #SlavaUkraini,out back by the dumpsters,1578.0,831.0,1964,,1629529486872936449,2023-02-25 17:11:19,0.0,"@blackintheempir @benjiyosef op is a 100٪ verified russian troll. he most likely works out of st. petersburg, russia. 
ask him about some baltimore landmarks. he doesn't know shit. he's an employee of the kremlin. #vatniktrash #russiaisaterroriststate","[{'text': 'VatnikTrash', 'indices': [214, 226]}, {'text': 'RussiaIsATerroristState', 'indices': [227, 251]}]",en,,0.0,False,0,0,1629267307129184256,946018506268700672,blackintheempir,False,0,0,,2023-02-25 22:22:12.378279,20230225_UkraineCombinedTweetsDeduped.parquet,Positive,0
834898959613198337,tanushalambre,😴👟➡️💵💰,украина,228.0,70.0,222,2017-02-23 22:53:18,1569772964198993922,2022-09-13 19:40:14,0.0,@lazybon56326008 @sleefi_official 😃😃😃this is a very cool result!!! 😎😎😎😎😎,[],en,,0.0,False,0,0,1569605644142903296,1303671855530889216,Lazybon56326008,False,0,0,,2022-09-14 02:46:05.533945,0913_UkraineCombinedTweetsDeduped.parquet,Positive,0
1442618448358608903,americansptsd,"AntiWar/NATO, Anti-NUCLEAR WAR! Anti-CorporateMedia, #AllHumansMatter  #StopAmericaImperialism #🌎☮️ #Respect Diverse Cultures #LearnAmericanHISTORY",unknown,3728.0,669.0,16962,,1589756842611462144,2022-11-07 23:09:02,0.0,@wsj how tf you know this? you in the room with #putin? fake news,"[{'text': 'Putin', 'indices': [48, 54]}]",en,,0.0,False,0,0,1589686676473147392,3108351,WSJ,False,0,0,,2022-11-08 02:54:54.333264,1107_UkraineCombinedTweetsDeduped.parquet,Negative,1
19536434,igorsushko,Born in Ukraine. #ウクライナ American. @WindofChangeRG | Former Racecar Driver - Japanese SUPER GT #FSBletters https://t.co/O3hW4WXHRo,#windofchange,811.0,133329.0,10001,,1617033229831397376,2023-01-22 05:35:39,23.0,"🧵#russia's subversion of the west dangerously continues. “the wizard of the kremlin” was one of the top-selling books in #france in 2022. #kremlin propaganda presented as artful narrative. the book ""is a bit like russia today for saint-germain-des-prés.”","[{'text': 'Russia', 'indices': [1, 8]}, {'text': 'France', 'indices': [121, 128]}, {'text': 'Kremlin', 'indices': [138, 146]}]",en,,105.0,False,0,0,0,0,,False,0,0,,2023-01-22 08:19:38.169569,20230122_UkraineCombinedTweetsDeduped.parquet,Negative,1
1208057095758602240,cascadianape,"Relax, I'm a gorilla! 

Watch out here comes some satire!",cascadia,191.0,103.0,5751,,1589350562143035393,2022-11-06 20:14:37,0.0,"lots of #ukrainewar #propaganda floating around on twitter....

@elonmusk","[{'text': 'UkraineWar', 'indices': [8, 19]}, {'text': 'Propaganda', 'indices': [20, 31]}]",en,,0.0,False,0,0,0,0,,False,0,0,,2022-11-07 01:07:29.441591,1106_UkraineCombinedTweetsDeduped.parquet,Neutral,1
722635060856406018,berniefireball,"Glory to Ukraine! 🇺🇦
Glory to the Heroes! 🇺🇦","new york, ny",1911.0,1324.0,130714,,1631367538415132672,2023-03-02 18:55:05,0.0,"is this russian general's striptease part of the gerasimov doctrine of hybrid warfare?



(the video is rumored to have been leaked by the wagner group.)

#ukraine 
#russiaisaterroriststate","[{'text': 'Ukraine', 'indices': [178, 186]}, {'text': 'RussiaIsATerroristState', 'indices': [188, 212]}]",en,,0.0,False,0,0,0,0,,True,1631338345157599232,1497406994189361152,OrbitworksA,2023-03-03 01:24:31.848507,20230302_UkraineCombinedTweetsDeduped.parquet,Negative,1
1068604638,maurizio_sole,,unknown,240.0,68.0,9203,2013-01-07 15:48:08,1562805949328269312,2022-08-25 14:15:48,0.0,"#salvini voleva andare a #mosca, #giggino è andato a #kiev… entrambi una vergogna, non c’è limite al peggio. #dignità #decoro @laveritaweb @libero_official @ilgiornale","[{'text': 'Salvini', 'indices': [0, 8]}, {'text': 'Mosca', 'indices': [25, 31]}, {'text': 'giggino', 'indices': [33, 41]}, {'text': 'Kiev', 'indices': [53, 58]}, {'text': 'dignità', 'indices': [109, 117]}, {'text': 'decoro', 'indices': [118, 125]}]",it,,0.0,False,0,0,0,0,,False,0,0,,2022-08-25 19:35:35.210909,0825_UkraineCombinedTweetsDeduped.parquet,Neutral,0
1559184581827469317,ostnews_fakten,Mit kritischem Denken den Nebel des Infokriegs verwehen,unknown,6.0,52.0,202,,1572951998651158528,2022-09-22 14:12:35,1.0,"nach #teilmobilmachung in #russland: berichte über riesige warteschlangen an russisch-mongolischer grenze erwiesen sich als fake news

#putin 
#atomkrieg 
#eskalation
mehr lesen👇","[{'text': 'Teilmobilmachung', 'indices': [5, 22]}, {'text': 'Russland', 'indices': [26, 35]}, {'text': 'Putin', 'indices': [135, 141]}, {'text': 'Atomkrieg', 'indices': [143, 153]}, {'text': 'Eskalation', 'indices': [155, 166]}]",de,,1.0,False,0,0,0,0,,False,0,0,,2022-09-22 18:33:56.996863,0922_UkraineCombinedTweetsDeduped.parquet,Negative,1
621185967,maawlaw,"Mark A. A. Warner – adviser, author, speaker, media commentator on international competition, trade & investment policy",unknown,983.0,4932.0,52602,2012-06-28 16:06:57,1571122769194262528,2022-09-17 13:03:52,0.0,"""@ustreasury officials have been holding discussions with banks &amp; maritime insurers to develop a system in which buyers of #russian #oil products would 'attest' to the price that they had paid, releasing providers of financial services of the responsibility for violations...""🤔","[{'text': 'Russian', 'indices': [127, 135]}, {'text': 'oil', 'indices': [136, 140]}]",en,,0.0,False,0,0,1571122620153860096,621185967,MAAWLAW,False,0,0,,2022-09-17 16:45:49.595059,0917_UkraineCombinedTweetsDeduped.parquet,Neutral,0
